Jensen et al. Temporal disease trajectories condensed from population-wide registry data covering 6.2 million patients,,,,,,,,,,,,,,,,
Supplementary Data 2 | Trajectory counting,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,Median age at ,,,,,Count,time 1->2,,,Count,time ->3,,,Count,time ->4
None,I20_I25_E14_N39,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,N39,Other disorders of urinary system,228,94.37
None,I20_I25_E16_E86,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E16,Other disorders of pancreatic internal secretion,1278,67.46,E86,Volume depletion,133,88.9
None,I20_I25_E16_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E16,Other disorders of pancreatic internal secretion,1278,67.46,N18,Chronic renal failure,110,94.5
None,I20_I25_F32_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,F32,Depressive episode,2726,59.26,A41,Other septicaemia,174,83.99
None,I20_I25_F32_F33,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,F32,Depressive episode,2726,59.26,F33,Recurrent depressive disorder,167,80.39
None,I20_I25_F32_J15,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,F32,Depressive episode,2726,59.26,J15,"Bacterial pneumonia, not elsewhere classified",186,85.46
None,I20_I25_F32_J22,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,F32,Depressive episode,2726,59.26,J22,Unspecified acute lower respiratory infection,56,88.01
None,I20_I25_F32_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,F32,Depressive episode,2726,59.26,J96,"Respiratory failure, not elsewhere classified",164,86.27
None,I20_I25_I11_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I11,Hypertensive heart disease,2477,55.34,N18,Chronic renal failure,158,78.79
None,I20_I25_I69_A04,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,A04,Other bacterial intestinal infections,75,84.8
None,I20_I25_I69_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,A41,Other septicaemia,411,90.1
None,I20_I25_I69_A49,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,A49,Bacterial infection of unspecified site,111,87.02
None,I20_I25_I69_E86,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,E86,Volume depletion,671,87.04
None,I20_I25_I69_J15,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,J15,"Bacterial pneumonia, not elsewhere classified",386,86.73
None,I20_I25_I69_J22,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,J22,Unspecified acute lower respiratory infection,74,93.41
None,I20_I25_I69_J81,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,J81,Pulmonary oedema,136,92.88
None,I20_I25_I69_L89,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I69,Sequelae of cerebrovascular disease,6533,59.19,L89,Decubitus ulcer,87,82.95
None,I20_I25_I71_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I71,Aortic aneurysm and dissection,2515,66.59,I46,Cardiac arrest,60,95.15
None,I20_I25_I71_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I71,Aortic aneurysm and dissection,2515,66.59,J96,"Respiratory failure, not elsewhere classified",160,89.21
None,I20_I25_I71_K43,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I71,Aortic aneurysm and dissection,2515,66.59,K43,Ventral hernia,100,91.72
None,I20_I25_I71_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I71,Aortic aneurysm and dissection,2515,66.59,N18,Chronic renal failure,181,93.51
None,I20_I25_I71_N19,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I71,Aortic aneurysm and dissection,2515,66.59,N19,Unspecified renal failure,128,95.26
None,I20_I25_I73_L98,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I73,Other peripheral vascular diseases,5899,63.16,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",202,90.81
None,I20_I25_I73_N17,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I73,Other peripheral vascular diseases,5899,63.16,N17,Acute renal failure,135,92.42
None,I20_I25_I73_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I73,Other peripheral vascular diseases,5899,63.16,N18,Chronic renal failure,395,95.12
None,I20_I25_J18_A04,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,A04,Other bacterial intestinal infections,146,84.46
None,I20_I25_J18_A49,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,A49,Bacterial infection of unspecified site,237,84.9
None,I20_I25_J18_J15,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,J15,"Bacterial pneumonia, not elsewhere classified",1223,81.46
None,I20_I25_J18_J69,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,J69,Pneumonitis due to solids and liquids,83,74.82
None,I20_I25_J18_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,J96,"Respiratory failure, not elsewhere classified",1410,78.29
None,I20_I25_J18_L89,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,L89,Decubitus ulcer,152,82.01
None,I20_I25_K57_K43,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K57,Diverticular disease of intestine,3937,66.62,K43,Ventral hernia,94,96.18
None,I20_I25_K62_C18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K62,Other diseases of anus and rectum,3665,63.21,C18,Malignant neoplasm of colon,200,72.68
None,I20_I25_K62_D64,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K62,Other diseases of anus and rectum,3665,63.21,D64,Other anaemias,376,84.31
None,I20_I25_K62_F03,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K62,Other diseases of anus and rectum,3665,63.21,F03,Unspecified dementia,126,93.03
None,I20_I25_K62_F17,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K62,Other diseases of anus and rectum,3665,63.21,F17,Mental and behavioural disorders due to use of tobacco,54,90.34
None,I20_I25_K62_K43,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K62,Other diseases of anus and rectum,3665,63.21,K43,Ventral hernia,67,95.5
None,I20_I25_K62_K56,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K62,Other diseases of anus and rectum,3665,63.21,K56,Paralytic ileus and intestinal obstruction without hernia,82,86.36
None,I20_I25_K92_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K92,Other diseases of digestive system,3441,61.63,A41,Other septicaemia,218,83
None,I20_I25_K92_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K92,Other diseases of digestive system,3441,61.63,I46,Cardiac arrest,71,97.06
None,I20_I25_K92_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,K92,Other diseases of digestive system,3441,61.63,J96,"Respiratory failure, not elsewhere classified",202,89.21
None,I20_I25_L97_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,L97,"Ulcer of lower limb, not elsewhere classified",1841,65.59,A41,Other septicaemia,181,89.7
None,I20_I25_L97_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,L97,"Ulcer of lower limb, not elsewhere classified",1841,65.59,I46,Cardiac arrest,61,91.36
None,I20_I25_L97_J15,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,L97,"Ulcer of lower limb, not elsewhere classified",1841,65.59,J15,"Bacterial pneumonia, not elsewhere classified",98,95.2
None,I20_I25_L97_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,L97,"Ulcer of lower limb, not elsewhere classified",1841,65.59,J96,"Respiratory failure, not elsewhere classified",100,98.34
None,I20_I25_M10_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,A41,Other septicaemia,189,94.66
None,I20_I25_M10_L98,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",64,90.54
None,I20_I25_M10_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,N18,Chronic renal failure,286,92.79
None,I20_I25_M10_N19,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,N19,Unspecified renal failure,171,93.13
None,I20_I25_M10_N39,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,N39,Other disorders of urinary system,179,90.61
None,I20_I25_M80_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M80,Osteoporosis with pathological fracture,1850,65.28,A41,Other septicaemia,103,87.05
None,I20_I25_M80_E86,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M80,Osteoporosis with pathological fracture,1850,65.28,E86,Volume depletion,252,84.22
None,I20_I25_M80_J15,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M80,Osteoporosis with pathological fracture,1850,65.28,J15,"Bacterial pneumonia, not elsewhere classified",109,86.85
None,I20_I25_M80_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M80,Osteoporosis with pathological fracture,1850,65.28,J96,"Respiratory failure, not elsewhere classified",127,88.36
None,I20_I25_N18_A04,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N18,Chronic renal failure,4320,63.52,A04,Other bacterial intestinal infections,52,84.79
None,I20_I25_N18_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N18,Chronic renal failure,4320,63.52,A41,Other septicaemia,473,81.29
None,I20_I25_N18_A49,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N18,Chronic renal failure,4320,63.52,A49,Bacterial infection of unspecified site,92,85.67
None,I20_I25_N18_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N18,Chronic renal failure,4320,63.52,I46,Cardiac arrest,136,82.95
None,I20_I25_N18_K65,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N18,Chronic renal failure,4320,63.52,K65,Peritonitis,119,88.39
None,I20_I25_N18_L98,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N18,Chronic renal failure,4320,63.52,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",124,90.84
None,I20_I25_N18_N25,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N18,Chronic renal failure,4320,63.52,N25,Disorders resulting from impaired renal tubular function,74,86.09
None,I20_I25_N19_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N19,Unspecified renal failure,2800,60.54,I46,Cardiac arrest,93,81.01
None,I20_I25_N19_K65,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N19,Unspecified renal failure,2800,60.54,K65,Peritonitis,102,82.72
None,I20_I25_N19_L98,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N19,Unspecified renal failure,2800,60.54,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",86,88.13
None,I20_I25_N19_N25,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N19,Unspecified renal failure,2800,60.54,N25,Disorders resulting from impaired renal tubular function,36,81.28
None,I20_I25_N30_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N30,Cystitis,7724,63.01,A41,Other septicaemia,702,82.63
None,I20_I25_N30_A49,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N30,Cystitis,7724,63.01,A49,Bacterial infection of unspecified site,134,87.04
None,I20_I25_N30_J15,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N30,Cystitis,7724,63.01,J15,"Bacterial pneumonia, not elsewhere classified",452,88.64
None,I20_I25_N30_J22,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N30,Cystitis,7724,63.01,J22,Unspecified acute lower respiratory infection,99,87.84
None,I20_I25_N30_L89,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N30,Cystitis,7724,63.01,L89,Decubitus ulcer,132,84.92
None,I20_I25_N30_L98,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,N30,Cystitis,7724,63.01,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",131,92.15
None,I20_I48_D50_A41,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,D50,Iron deficiency anaemia,810,73.96,A41,Other septicaemia,58,96.82
None,I20_I48_D50_C18,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,D50,Iron deficiency anaemia,810,73.96,C18,Malignant neoplasm of colon,42,79.97
None,I20_I48_D50_E86,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,D50,Iron deficiency anaemia,810,73.96,E86,Volume depletion,85,92.66
None,I20_I48_D50_N18,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,D50,Iron deficiency anaemia,810,73.96,N18,Chronic renal failure,58,95.96
None,I20_I48_E14_A41,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,A41,Other septicaemia,66,99.17
None,I20_I48_E14_D64,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,D64,Other anaemias,72,100.43
None,I20_I48_E14_E86,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,E86,Volume depletion,57,96.84
None,I20_I48_E14_J15,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,J15,"Bacterial pneumonia, not elsewhere classified",44,100.99
None,I20_I48_E14_J96,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,J96,"Respiratory failure, not elsewhere classified",61,96.31
None,I20_I48_E14_N18,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,N18,Chronic renal failure,68,105.59
None,I20_I48_E14_N19,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,N19,Unspecified renal failure,52,101.7
None,I20_I48_E14_N39,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,E14,Unspecified diabetes mellitus,824,75.73,N39,Other disorders of urinary system,73,101.01
None,I20_I48_F32_A41,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,F32,Depressive episode,929,71.47,A41,Other septicaemia,69,91.25
None,I20_I48_F32_F33,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,F32,Depressive episode,929,71.47,F33,Recurrent depressive disorder,59,86.83
None,I20_I48_F32_J15,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,F32,Depressive episode,929,71.47,J15,"Bacterial pneumonia, not elsewhere classified",63,92.72
None,I20_I48_F32_J96,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,F32,Depressive episode,929,71.47,J96,"Respiratory failure, not elsewhere classified",59,88.29
None,I20_I48_I11_A41,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I11,Hypertensive heart disease,893,67.62,A41,Other septicaemia,61,82.02
None,I20_I48_I11_N18,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I11,Hypertensive heart disease,893,67.62,N18,Chronic renal failure,58,89.28
None,I20_I48_I49_D68,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I49,Other cardiac arrhythmias,3338,61.8,D68,Other coagulation defects,46,92.63
None,I20_I48_I49_I95,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I49,Other cardiac arrhythmias,3338,61.8,I95,Hypotension,109,90.46
None,I20_I48_I61_I69,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I61,Intracerebral haemorrhage,444,73.5,I69,Sequelae of cerebrovascular disease,106,89.31
None,I20_I48_I69_A41,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I69,Sequelae of cerebrovascular disease,2385,69.89,A41,Other septicaemia,134,92.06
None,I20_I48_I69_E86,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I69,Sequelae of cerebrovascular disease,2385,69.89,E86,Volume depletion,287,90.02
None,I20_I48_I69_J15,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I69,Sequelae of cerebrovascular disease,2385,69.89,J15,"Bacterial pneumonia, not elsewhere classified",124,90.91
None,I20_I48_I69_J81,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I69,Sequelae of cerebrovascular disease,2385,69.89,J81,Pulmonary oedema,48,97.63
None,I20_I48_L97_A41,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,L97,"Ulcer of lower limb, not elsewhere classified",697,76.68,A41,Other septicaemia,60,94.98
None,I20_I48_L97_E86,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,L97,"Ulcer of lower limb, not elsewhere classified",697,76.68,E86,Volume depletion,59,100.26
None,I20_I48_M10_A41,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,M10,Gout,934,77.04,A41,Other septicaemia,88,101.64
None,I20_I48_M10_K92,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,M10,Gout,934,77.04,K92,Other diseases of digestive system,46,107.29
None,I20_I48_M10_N18,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,M10,Gout,934,77.04,N18,Chronic renal failure,118,98.92
None,I20_I48_M10_N19,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,M10,Gout,934,77.04,N19,Unspecified renal failure,71,105.17
